"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EGHT","8x8 Inc","6.61","476601960.31","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"ACMP","Access Midstream Partmers, L.P.","40.26","4336941426.84","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/acmp",
"ACPW","Active Power, Inc.","4.49","86357431.69","n/a","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"ADTN","ADTRAN, Inc.","19.18","1176125943.3","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"GAS","AGL Resources, Inc.","42.57","5018848811.46","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/gas",
"ALP^N","Alabama Power Company","25.17","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^n",
"ALP^O","Alabama Power Company","26.51","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALSK","Alaska Communications Systems Group, Inc.","1.62","74229885.54","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"ALU","Alcatel Lucent","1.34","3117595526.84","n/a","1989","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alu",
"ALE","Allete, Inc.","49.55","1977953201.95","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"LNT","Alliant Energy Corporation","50.91","5647039783.65","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"ALTV","Alteva (D/B/A)","9.2","56712691.6","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/altv",
"ALVR","Alvarion Ltd.","4.03","25138656.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alvr",
"AMBT","Ambient Corporation","1.92","31995941.76","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ambt",
"AEE","Ameren Corporation","35.08","8515067711.48","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMOV","America Movil, S.A.B. de C.V.","20.4","237473952","11640880","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","20.56","79145720000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AEP","American Electric Power Company, Inc.","49.23","23915464444.26","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AMID","American Midstream Partners, LP","16.73","153071168.46","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"AWR","American States Water Company","56.4","1086433820.4","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"AWK","American Water Works","41.84","7431465113.36","n/a","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"WTR","Aqua America, Inc.","31.97","4481035599.02","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/wtr",
"ARTNA","Artesian Resources Corporation","22.39","195230612.55","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"T","AT&T Inc.","37.62","206594348976.18","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/t",
"ATNI","Atlantic Tele-Network, Inc.","47.64","744324644.52","n/a","1991","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATLS","Atlas Energy, L.P.","44.76","2299346265.6","n/a","1995","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/atls",
"APL","Atlas Pipeline Partners, L.P.","34.92","2254362601.32","n/a","2000","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/apl",
"ATO","Atmos Energy Corporation","42.84","3878652846.6","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"AUDC","AudioCodes Ltd.","3.37","127766112.41","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AWX","Avalon Holdings Corporation","3.7215","14154096.3165","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/awx",
"AVA","Avista Corporation","27.24","1631031910.2","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"BCE","BCE, Inc.","45.7","35454176809.2","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bce",
"BKH","Black Hills Corporation","44.85","1992546778.95","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bkh",
"BWP","Boardwalk Pipeline Partners L.P.","29.92","6898768125.92","n/a","1994","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/bwp",
"BIP","Brookfield Infrastructure Partners LP","37.66","5406769185.3","n/a","1985","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bip",
"BT","BT Group plc","40.7","33175493971.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"CDZI","Cadiz, Inc.","6.5","100442914","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CWT","California Water  Service Group Holding","19.87","834152395.91","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CPN","Calpine Corporation","20.7","9427969422","n/a","1996","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CWST","Casella Waste Systems, Inc.","4.24","168099192.64","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CBEY","Cbeyond, Inc.","7.13","216245256.64","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbey",
"CEL","Cellcom Israel, Ltd.","8.52","847582269.24","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cel",
"CNP","CenterPoint Energy, Inc.","24.07","10299992807.04","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cnp",
"EBR","Centrais Electricas Brasileiras SA","3.1","4193165710","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ebr",
"CTL","CenturyLink, Inc.","36.16","22629751724.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctl",
"CHG","CH Energy Group, Inc.","64.95","971391550.5","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/chg",
"CQP","Cheniere Energy Partners, LP","26.99","1540558107.52","n/a","2007","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","27.08","6540174612.6","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/lng",
"CPK","Chesapeake Utilities Corporation","50.05","481154423.75","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/cpk",
"CHC","China Hydroelectric Corporation","2.87","154969567.55","n/a","1990","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/chc",
"CHL","China Mobile (Hong Kong) Ltd.","53.24","214011793947.16","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chl",
